Date,Output
12-09-2022,85750
13-09-2022,83500
14-09-2022,82500
15-09-2022,82250
16-09-2022,81500
17-09-2022,79500
19-09-2022,77250
20-09-2022,75750
21-09-2022,74500
22-09-2022,75000
23-09-2022,74250
24-09-2022,73750
26-09-2022,73500
27-09-2022,72500
28-09-2022,70500
29-09-2022,69250
30-09-2022,68500
01-10-2022,68250
03-10-2022,68750
04-10-2022,69250
05-10-2022,70250
06-10-2022,70000
07-10-2022,70250
08-10-2022,70250
10-10-2022,71500
11-10-2022,71250
12-10-2022,70500
13-10-2022,68100
14-10-2022,68300
15-10-2022,68300
17-10-2022,68900
18-10-2022,69100
19-10-2022,69200
20-10-2022,68100
21-10-2022,67400
22-10-2022,66500
24-10-2022,65250
25-10-2022,65000
26-10-2022,64750
27-10-2022,64750
28-10-2022,64250
29-10-2022,63350
31-10-2022,63400
01-11-2022,63650
02-11-2022,64350
03-11-2022,64250
04-11-2022,65100
05-11-2022,65750
07-11-2022,65650
08-11-2022,65950
09-11-2022,66500
10-11-2022,67400
11-11-2022,67900
12-11-2022,69000
14-11-2022,69000
15-11-2022,68600
16-11-2022,69500
17-11-2022,69150
18-11-2022,68650
19-11-2022,68050
21-11-2022,66900
22-11-2022,66350
23-11-2022,67000
24-11-2022,67500
25-11-2022,68550
26-11-2022,68150
28-11-2022,67450
29-11-2022,67500
30-11-2022,67700
01-12-2022,68350
02-12-2022,68350
03-12-2022,67700
05-12-2022,66950
06-12-2022,66650
07-12-2022,66750
08-12-2022,66650
09-12-2022,66550
10-12-2022,66600
12-12-2022,66750
13-12-2022,66450
14-12-2022,66550
15-12-2022,66050
16-12-2022,65150
17-12-2022,64450
19-12-2022,63500
20-12-2022,63200
21-12-2022,63650
22-12-2022,63250
23-12-2022,61650
24-12-2022,60450
26-12-2022,57150
27-12-2022,57800
28-12-2022,58900
29-12-2022,59800
30-12-2022,60750
31-12-2022,61750
02-01-2023,60900
03-01-2023,61850
04-01-2023,62350
05-01-2023,62900
06-01-2023,63150
07-01-2023,63350
09-01-2023,62650
10-01-2023,62500
11-01-2023,61650
12-01-2023,61800
13-01-2023,61700
14-01-2023,61600
16-01-2023,62000
17-01-2023,62300
18-01-2023,63000
18-01-2023,63000
19-01-2023,62900
20-01-2023,62150
21-01-2023,62400
23-01-2023,61800
24-01-2023,61600
25-01-2023,61550
26-01-2023,61800
27-01-2023,62050
28-01-2023,62100
30-01-2023,62200
31-01-2023,61950
01-02-2023,62150
02-02-2023,61950
03-02-2023,61800
04-02-2023,61700
06-02-2023,61400
07-02-2023,61500
08-02-2023,61750
09-02-2023,62000
10-02-2023,62000
11-02-2023,62300
13-02-2023,62450
14-02-2023,63000
15-02-2023,63100
16-02-2023,63000
17-02-2023,62550
18-02-2023,62400
20-02-2023,62200
21-02-2023,62350
22-02-2023,62450
23-02-2023,62550
24-02-2023,62600
25-02-2023,62800
27-02-2023,62600
28-02-2023,62350
01-03-2023,62250
02-03-2023,62500
03-03-2023,62400
04-03-2023,62250
06-03-2023,62450
07-03-2023,62350
08-03-2023,62200
09-03-2023,62100
10-03-2023,61750
11-03-2023,61000
13-03-2023,61050
14-03-2023,61050
15-03-2023,61200
16-03-2023,60750
17-03-2023,60800
18-03-2023,60750
20-03-2023,60650
21-03-2023,60600
22-03-2023,60500
23-03-2023,60500
24-03-2023,60550
25-03-2023,60200
27-03-2023,59900
28-03-2023,60000
29-03-2023,60450
30-03-2023,60850
31-03-2023,61050
01-04-2023,61350
03-04-2023,61500
04-04-2023,61850
05-04-2023,61900
06-04-2023,62450
07-04-2023,62900
08-04-2023,63250
10-04-2023,63350
11-04-2023,62750
12-04-2023,62550
13-04-2023,62400
14-04-2023,62850
15-04-2023,62900
17-04-2023,62800
18-04-2023,62550
19-04-2023,63000
20-04-2023,62800
21-04-2023,62300
22-04-2023,62150
24-04-2023,62150
25-04-2023,62000
26-04-2023,61650
27-04-2023,61450
28-04-2023,61650
29-04-2023,61750
01-05-2023,61750
02-05-2023,61850
03-05-2023,61650
04-05-2023,61600
05-05-2023,61900
06-05-2023,62000
08-05-2023,61600
09-05-2023,61200
10-05-2023,60850
11-05-2023,60500
12-05-2023,59900
13-05-2023,59800
15-05-2023,59650
16-05-2023,59750
17-05-2023,59550
18-05-2023,59650
19-05-2023,59400
20-05-2023,58750
22-05-2023,58000
23-05-2023,56900
24-05-2023,56650
25-05-2023,56200
26-05-2023,56350
27-05-2023,56800
29-05-2023,57650
30-05-2023,57800
31-05-2023,57700
01-06-2023,57900
02-06-2023,58200
03-06-2023,58750
05-06-2023,59050
06-06-2023,58800
07-06-2023,58400
08-06-2023,58150
09-06-2023,58100
10-06-2023,58000
12-06-2023,57900
13-06-2023,57900
14-06-2023,57750
15-06-2023,57350
16-06-2023,57300
17-06-2023,57400
19-06-2023,57350
20-06-2023,57350
21-06-2023,57350
22-06-2023,57150
23-06-2023,56500
24-06-2023,56100
26-06-2023,55700
27-06-2023,55400
28-06-2023,55300
29-06-2023,55350
30-06-2023,55600
01-07-2023,56000
03-07-2023,56350
04-07-2023,56500
05-07-2023,56400
06-07-2023,56000
07-07-2023,55650
08-07-2023,55650
10-07-2023,55800
11-07-2023,55550
12-07-2023,55700
13-07-2023,55700
14-07-2023,55800
15-07-2023,55900
17-07-2023,55900
18-07-2023,56150
19-07-2023,56300
20-07-2023,56600
21-07-2023,57000
22-07-2023,57200
22-07-2023,57200
24-07-2023,57200
25-07-2023,57600
26-07-2023,58250
27-07-2023,58650
28-07-2023,58150
29-07-2023,58050
31-07-2023,58400
01-08-2023,58350
02-08-2023,58550
03-08-2023,58650
04-08-2023,59050
05-08-2023,59300
07-08-2023,59900
08-08-2023,59950
09-08-2023,59850
10-08-2023,60000
11-08-2023,60400
12-08-2023,60850
14-08-2023,61150
15-08-2023,61350
16-08-2023,61300
17-08-2023,61150
18-08-2023,61000
19-08-2023,60750
21-08-2023,60600
22-08-2023,60450
23-08-2023,60250
24-08-2023,60100
25-08-2023,60200
26-08-2023,60300
28-08-2023,60300
29-08-2023,60200
30-08-2023,60400
31-08-2023,60650
01-09-2023,61100
02-09-2023,62150
04-09-2023,62250
05-09-2023,61850
06-09-2023,61900
07-09-2023,61700
08-09-2023,61150
09-09-2023,61350
11-09-2023,61500
12-09-2023,61900
13-09-2023,61750
14-09-2023,61400
15-09-2023,61500
16-09-2023,61500
18-09-2023,61500
19-09-2023,61600
20-09-2023,61550
21-09-2023,61300
22-09-2023,60900
23-09-2023,60700
25-09-2023,60550
26-09-2023,60700
27-09-2023,60850
28-09-2023,60900
29-09-2023,60850
30-09-2023,60650
02-10-2023,60850
03-10-2023,60650
04-10-2023,59600
05-10-2023,59150
06-10-2023,59300
07-10-2023,59200
09-10-2023,59200
10-10-2023,58700
11-10-2023,58350
12-10-2023,57850
13-10-2023,58100
14-10-2023,58350
16-10-2023,58400
17-10-2023,58350
18-10-2023,57800
19-10-2023,57700
20-10-2023,57650
21-10-2023,57550
23-10-2023,57350
24-10-2023,57650
25-10-2023,57800
26-10-2023,58100
27-10-2023,58450
28-10-2023,58350
30-10-2023,58050
31-10-2023,57550
01-11-2023,56950
02-11-2023,56900
03-11-2023,57100
04-11-2023,57200
06-11-2023,57050
07-11-2023,56700
08-11-2023,56350
09-11-2023,56100
10-11-2023,56300
11-11-2023,56450
13-11-2023,56600
14-11-2023,56700
15-11-2023,57000
16-11-2023,57000
17-11-2023,56850
18-11-2023,56850
20-11-2023,56800
21-11-2023,56350
22-11-2023,56400
23-11-2023,56500
24-11-2023,56300
25-11-2023,56000
27-11-2023,55850
28-11-2023,55650
29-11-2023,55800
30-11-2023,55650
01-12-2023,55600
02-12-2023,55400
04-12-2023,55100
05-12-2023,54850
06-12-2023,55150
07-12-2023,55100
08-12-2023,55500
09-12-2023,55400
11-12-2023,55150
12-12-2023,55100
13-12-2023,54950
14-12-2023,55100
15-12-2023,55050
16-12-2023,54950
18-12-2023,54900
19-12-2023,54650
20-12-2023,54400
21-12-2023,54500
22-12-2023,54700
23-12-2023,54900
25-12-2023,55050
26-12-2023,55150
27-12-2023,55250
28-12-2023,55300
29-12-2023,55150
30-12-2023,55000
01-01-2024,55000
02-01-2024,55150
03-01-2024,55150
04-01-2024,55300
05-01-2024,55250
06-01-2024,55300
08-01-2024,55100
09-01-2024,55100
10-01-2024,55050
11-01-2024,55000
12-01-2024,55200
13-01-2024,55300
15-01-2024,55300
16-01-2024,55100
17-01-2024,55050
18-01-2024,55150
19-01-2024,55300
20-01-2024,55500
22-01-2024,55550
23-01-2024,55650
24-01-2024,55700
25-01-2024,56050
26-01-2024,55950
27-01-2024,55650
29-01-2024,55550
30-01-2024,55150
31-01-2024,55350
01-02-2024,55350
02-02-2024,55550
03-02-2024,55650
05-02-2024,55950
06-02-2024,55700
07-02-2024,55800
08-02-2024,56000
09-02-2024,56150
10-02-2024,56650
12-02-2024,56650
13-02-2024,56550
14-02-2024,57050
15-02-2024,57750
16-02-2024,57950
17-02-2024,57800
19-02-2024,57900
20-02-2024,57600
21-02-2024,57750
22-02-2024,58000
23-02-2024,58300
24-02-2024,58300
26-02-2024,58650
27-02-2024,59600
28-02-2024,61000
29-02-2024,61200
01-03-2024,60750
02-03-2024,60600
04-03-2024,60300
05-03-2024,60650
06-03-2024,61000
07-03-2024,61250
08-03-2024,62500
09-03-2024,61750
11-03-2024,61750
12-03-2024,61800
13-03-2024,61950
14-03-2024,61650
15-03-2024,61250
16-03-2024,61100
18-03-2024,61550
19-03-2024,61200
20-03-2024,60900
21-03-2024,60750
22-03-2024,60450
23-03-2024,60250
25-03-2024,60250
26-03-2024,60500
27-03-2024,60550
28-03-2024,60400
29-03-2024,60550
01-04-2024,60750
02-04-2024,61000
03-04-2024,60800
04-04-2024,60500
05-04-2024,60350
06-04-2024,60250
08-04-2024,60450
09-04-2024,60200
10-04-2024,60200
11-04-2024,60100
12-04-2024,59500
13-04-2024,59200
15-04-2024,59200
16-04-2024,59350
17-04-2024,58600
18-04-2024,57950
19-04-2024,57600
20-04-2024,57850
22-04-2024,58000
23-04-2024,58050
24-04-2024,58050
25-04-2024,57900
26-04-2024,58000
27-04-2024,57900
29-04-2024,58100
30-04-2024,57800
01-05-2024,57250
02-05-2024,56950
03-05-2024,56750
04-05-2024,56900
06-05-2024,57250
07-05-2024,"57,250"
08-05-2024,"57,450"
09-05-2024,"57,500"
10-05-2024,"57,400"
11-05-2024,"57,250"
13-05-2024,"57,400"
14-05-2024,"57,100"
15-05-2024,"56,550"
16-05-2024,"56,650"
17-05-2024,"56,650"
18-05-2024,"56,750"
20-05-2024,"56,600"
21-05-2024,"56,400"
22-05-2024,"56,500"
23-05-2024,"56,800"
24-05-2024,"57,200"
25-05-2024,"57,100"
27-05-2024,"56,900"
28-05-2024,"56,950"
29-05-2024,"57,100"
2024-04-29,58100.0
2024-04-30,57800.0
2024-05-01,57250.0
2024-05-02,56950.0
2024-05-03,56750.0
2024-05-04,56900.0
2024-05-06,57250.0
2024-05-07,57250.0
2024-05-08,57450.0
2024-05-09,57500.0
2024-05-10,57400.0
2024-05-11,57250.0
2024-05-13,57400.0
2024-05-14,57100.0
2024-05-15,56550.0
2024-05-16,56650.0
2024-05-17,56650.0
2024-05-18,56750.0
2024-05-20,56600.0
2024-05-21,56400.0
2024-05-22,56500.0
2024-05-23,56800.0
2024-05-24,57200.0
2024-05-25,57100.0
2024-05-27,56900.0
2024-05-28,56950.0
2024-05-29,57100.0
2024-05-30,56850.0
2024-05-31,56700.0
2024-06-01,56450.0
2024-05-03,56750.0
2024-05-04,56900.0
2024-05-06,57250.0
2024-05-07,57250.0
2024-05-08,57450.0
2024-05-09,57500.0
2024-05-10,57400.0
2024-05-11,57250.0
2024-05-13,57400.0
2024-05-14,57100.0
2024-05-15,56550.0
2024-05-16,56650.0
2024-05-17,56650.0
2024-05-18,56750.0
2024-05-20,56600.0
2024-05-21,56400.0
2024-05-22,56500.0
2024-05-23,56800.0
2024-05-24,57200.0
2024-05-25,57100.0
2024-05-27,56900.0
2024-05-28,56950.0
2024-05-29,57100.0
2024-05-30,56850.0
2024-05-31,56700.0
2024-06-01,56450.0
2024-06-03,56200.0
2024-06-04,55900.0
2024-06-05,56100.0
2024-06-06,56150.0
2024-05-03,56750.0
2024-05-04,56900.0
2024-05-06,57250.0
2024-05-07,57250.0
2024-05-08,57450.0
2024-05-09,57500.0
2024-05-10,57400.0
2024-05-11,57250.0
2024-05-13,57400.0
2024-05-14,57100.0
2024-05-15,56550.0
2024-05-16,56650.0
2024-05-17,56650.0
2024-05-18,56750.0
2024-05-20,56600.0
2024-05-21,56400.0
2024-05-22,56500.0
2024-05-23,56800.0
2024-05-24,57200.0
2024-05-25,57100.0
2024-05-27,56900.0
2024-05-28,56950.0
2024-05-29,57100.0
2024-05-30,56850.0
2024-05-31,56700.0
2024-06-01,56450.0
2024-06-03,56200.0
2024-06-04,55900.0
2024-06-05,56100.0
2024-06-06,56150.0
2024-05-03,56750.0
2024-05-04,56900.0
2024-05-06,57250.0
2024-05-07,57250.0
2024-05-08,57450.0
2024-05-09,57500.0
2024-05-10,57400.0
2024-05-11,57250.0
2024-05-13,57400.0
2024-05-14,57100.0
2024-05-15,56550.0
2024-05-16,56650.0
2024-05-17,56650.0
2024-05-18,56750.0
2024-05-20,56600.0
2024-05-21,56400.0
2024-05-22,56500.0
2024-05-23,56800.0
2024-05-24,57200.0
2024-05-25,57100.0
2024-05-27,56900.0
2024-05-28,56950.0
2024-05-29,57100.0
2024-05-30,56850.0
2024-05-31,56700.0
2024-06-01,56450.0
2024-06-03,56200.0
2024-06-04,55900.0
2024-06-05,56100.0
2024-06-06,56150.0
2024-05-03,56750.0
2024-05-04,56900.0
2024-05-06,57250.0
2024-05-07,57250.0
2024-05-08,57450.0
2024-05-09,57500.0
2024-05-10,57400.0
2024-05-11,57250.0
2024-05-13,57400.0
2024-05-14,57100.0
2024-05-15,56550.0
2024-05-16,56650.0
2024-05-17,56650.0
2024-05-18,56750.0
2024-05-20,56600.0
2024-05-21,56400.0
2024-05-22,56500.0
2024-05-23,56800.0
2024-05-24,57200.0
2024-05-25,57100.0
2024-05-27,56900.0
2024-05-28,56950.0
2024-05-29,57100.0
2024-05-30,56850.0
2024-05-31,56700.0
2024-06-01,56450.0
2024-06-03,56200.0
2024-06-04,55900.0
2024-06-05,56100.0
2024-06-06,56150.0
